,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Percent Fatalities,Survivors,Year,Month,Day,DayOfWeek,DayOfYear
5123,2006-10-29,11:30,"Near Abuja, Nigeria",ADC Airlines,053,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,22891/998,105.0,96.0,0.0,jetliner crashed corn field mile end runway attempting take abuja pilot heed air trafficontrollers advice depart stormy weather,91.42857142857144,9.0,2006,10,29,6,302
5124,2006-11-27,07:20,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Shiraz,Antonov 74T-200,15-2255,470991045/2010,38.0,38.0,0.0,aircraft crashed losing right engine critical point takeoff plane stalled veered right crashed flames three survivors later died hospital,100.0,0.0,2006,11,27,0,331
5125,2006-12-10,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,3.0,3.0,0.0,air ambulance crashed repositioning flight loma linda medical center home base victorville pilot two crew members killed patients aboard pilot inadvertent encounter instrument meteorological conditions subsequent failure maintain terrain clearance contributing accident dark night conditions fog mountainous terrain,100.0,0.0,2006,12,10,6,344
5126,2006-12-14,18:32,"Near Port Heiden, Alaska",PenAir,,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2.0,2.0,0.0,charter crashed hilly terrain 18 northeast port heiden weather time crash mostly cloudy winds gusting 29 mph 6 miles visibility pilot failure maintain control airplane cruise flight resulted uncontrolled descent flight collision snow covered terrain contributing accident pilot spatial disorientation dark night conditions,100.0,0.0,2006,12,14,3,348
5127,2006-12-16,03:54,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,,Mbeya - Dar es Salaam,Cessna 310R,5H-TZA ,310R-1333,6.0,3.0,0.0,pilot chose initiate take 200 metres beyond threshold runway 31 certain condition runway behind position chose apply full power brakes leaned mixtures initiating take roll aircraft rolled take pilot reported felt acceleration deceleration effects caused undulations wetness runway target rotation speed 105kt however pilot rotate around 96kt became imminent remaining runway length enough stop aircraft shortly take pilot felt complete lack acceleration lower nose order increase airspeed aircraft collided roof house located 500 metres beyond threshold runway 13 aircraft subsequently collided 3 houses electripole live cables broke,50.0,3.0,2006,12,16,5,350
5128,2007-01-01,14:07,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102.0,102.0,0.0,flying fl350 airliner went missing surabaya manado poor weather conditions pilot reported strong winds wreckage found 5 miles south parepare accident caused autopilot accidentally disconnected two pilots trying fix problem plane navigation instruments disconnected autopilot lost control plane without autopilot plane went control listing right pitching,100.0,0.0,2007,1,1,0,1
5129,2007-01-05,12:02,"Matabwe, Tanzania",DJB Air Charter,,Dar es Salaam - Matabwe,Piper PA-31-310,5H-MUX,31-627,10.0,1.0,0.0,pilot attempted land using full flaps touched halfway runway aborted landing applied power take aircraft struck trees beyond end runway airport served 2 300 foot runway significant downslope one end runway exposed recent heavy rain,10.0,9.0,2007,1,5,4,5
5130,2007-01-09,12:00,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35.0,34.0,0.0,cargo plane crashed fog attempting land second time balad air base first attempt land aborted plane crashed 2 5km short runway plane carrying turkish construction workers,97.14285714285714,1.0,2007,1,9,1,9
5131,2007-01-10,23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2.0,2.0,0.0,cargo plane crashed burst flames rural hilly area 15 miles miguel hidalgo airport guadalajara mexico,100.0,0.0,2007,1,10,2,10
5132,2007-01-12,11:00,"Van Nuys, California",SunQuest Executive Air Charter,,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2.0,2.0,0.0,business jet crashed half mile north runway attempting take positioning flight long beach plane emergency board trying return airport pilot copilot killed pilot failure maintain adequate airspeed initial climb resulting inadvertent stall spin contributing accident second pilots inadequate preflight failure properly secure front baggage door front left baggage door opening flight likely distracted first pilot,100.0,0.0,2007,1,12,4,12
5133,2007-01-20,,"Near Baghdad, Iraq",Military - US Army,,,Sikorsky UH-60L Black Hawk,,,12.0,12.0,0.0,helicopter crashed northeast baghdad,100.0,0.0,2007,1,20,5,20
5134,2007-01-25,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54.0,0.0,1.0,crew abandoned takeoff loss engine due bird ingestion jet overshot runway collided truck killing driver landing gear sheared plane came rest field,0.0,54.0,2007,1,25,3,25
5135,2007-02-06,19:20,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,,North Caicos - Grand Turk,Beechcraft Super King Air B200,VQ-TIU,BL-131,6.0,1.0,0.0,final approach charter aircraft crashed short runway killing pilot nephew turks caicos premier,16.666666666666664,5.0,2007,2,6,1,37
5136,2007-02-07,04:01,"Belgrade, Montana",Metro Aviation,,Great Falls - Bozeman,Beechcraft Super King Air B200,N45MF,BB-234,3.0,3.0,0.0,crashed unknown circumstances 15 miles north bozeman attempting land aircraft positioning flight pilot failure maintain adequate altitude descent rate night visual approach dark night conditions mountainous terrain factors accident,100.0,0.0,2007,2,7,2,38
5137,2007-03-07,07:14,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140.0,22.0,0.0,attempting land plane overshot runway crashed airport barrier fence burst flames cockpit voice recorder revealed pilot co pilot arguing speed wing flap angles moments crash investigator stated passenger jet flying 265 mph almost double normal landing speed attempting land,15.714285714285714,118.0,2007,3,7,2,66
5138,2007-03-08,15:00,"Princeville, Hawaii",Heli-USA Airways,,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7.0,4.0,0.0,helicopter crashed kauai shortly pilot radioed problems hydraulics helicopter hit ground 200 yards normal landing pad failure maintenance personnel properly tighten torque flight control servo lower attachment clevis reinstall functioning lock washer resulted flight control disconnect complete loss helicopter control contributing accident operator failure ensure maintenance program executed accordance federal regulations,57.14285714285714,3.0,2007,3,8,3,67
5139,2007-03-11,23:20,"Hanea, Kauai, Hawaii",Inter-Island,,,MDonnell Douglas 369FF Rotocraft,N911VC,0049FF,5.0,1.0,0.0,helicopter flying low near coast loud bang parts including tail rotor fell ocean helicopter hit trees fence spiraled open field fatigue failure tail rotor blade root fitting due manufacturing defect resulted separation tail rotor system loss tail rotor control contributing factor accident trees helicopter struck autorotation,20.0,4.0,2007,3,11,6,70
5140,2007-03-14,,"Fazenda Nossa Senhora de Lourdes, Brazil",,,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,,4.0,4.0,0.0,fifteen minutes arriving destination crew informed atc technical problem losing altitude minutes later twin engine plane crashed open field,100.0,0.0,2007,3,14,2,73
5141,2007-03-17,11:40,"Samara, Russia",UTAir Airlines,471,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57.0,6.0,0.0,attempting land heavy fog airplane contacted ground 400 short runway left wing hit ground separated fuselage plane rolled inverted fuselage broke apart controllers failure warn crew worsening weather crew erroneous decision land despite poor visibility,10.526315789473683,51.0,2007,3,17,5,76
5142,2007-03-23,17:00,"Mogadishu, Somalia",Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11.0,11.0,0.0,cargo plane carrying african peacekeepers struck anti aircraft missile shortly taking mogadishu airport aircraft lost wing indian ocean shortly thereafter crashed eastern outskirts mogadishu,100.0,0.0,2007,3,23,4,82
5143,2007-04-25,14:05,"Near Kopinang, Guyana",Air Services,,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5.0,3.0,0.0,plane landed kato could take bad weather twenty minutes eventually taking plane crashed mountains en route mother five year old son walked 16 hours guyana jungle safety surviving crash,60.0,2.0,2007,4,25,2,115
5144,2007-04-27,11:34,"Shatoi, Chechnya",Military - Russian,,,Mi 8,,,18.0,18.0,0.0,helicopter carrying missiion two aircraft rotor blade struck object attempting land conflicting reports say helicopter may shot chechnyan rebels,100.0,0.0,2007,4,27,4,117
5145,2007-05-05,,"Near Dizangue, Cameroon",Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114.0,114.0,0.0,plane crashed dense swampy forested area 5 km douala airport moments taking stormy weather plane six months old,100.0,0.0,2007,5,5,5,125
5146,2007-05-06,09:10,"Near El-Thamad, Egypt",Military - French Air Force,,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9.0,9.0,0.0,collided truck attempting make emergency landing road french soldiers aboard sinai peacekeeping force multinational force observers,100.0,0.0,2007,5,6,6,126
5147,2007-05-17,11:00,"Walikale Airstrip, Congo",Safe Air Complany,,Walikale - Goma,Let 410UVP,TN-AHE,851335,3.0,3.0,0.0,engine cargo plane caught fire shortly taking emergency return attempt airstrip unsuccessful plane crashed nearby forest,100.0,0.0,2007,5,17,3,137
5148,2007-05-24,17:45,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20.0,13.0,0.0,crashed dense jungle shortly taking pampa hermosa plane hit hill split two,65.0,7.0,2007,5,24,3,144
5149,2007-06-03,20:30,"Freetown, Sierra Leone",Paramount Airlilnes,,Shuttle,Mi-8,,,22.0,21.0,0.0,helicopter crashed burned airport runway attempting land shuttling passengers sierra leone coastal capital freetown lungi airport,95.45454545454544,1.0,2007,6,3,6,154
5150,2007-06-04,16:04,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6.0,6.0,0.0,pilot issued distress signal within five minutes taking general mitchell international airport milwaukee requesting emergency return airport plane crashed lake michigan two miles shore plane carrying organ transplant team pilot reported atc runaway trim prior accident,100.0,0.0,2007,6,4,0,155
5151,2007-06-13,,"Selenge province, Mongolia",Mongolian Defense Ministry,,,Mi-8,,,22.0,15.0,0.0,en route forest fire helicopter crashed dense forest mountain altitude 6 100 feet,68.18181818181817,7.0,2007,6,13,2,164
5152,2007-06-16,,"Vungano Hills, Malawi",Nyika Safaris,,Lilongwe to Rumchi,Cessna 206,,,6.0,6.0,0.0,sightseeing plane crashed fog poor weather en route wreckage found ravine villagers five british tourists along pilot killed,100.0,0.0,2007,6,16,5,167
5153,2007-06-21,,"Near Kamina, Congo",Karibu Airways,,Kamina - Lubumbashi,Let 410UVP,9Q-CEU,841217,25.0,1.0,0.0,plane crashed shortly taking swamp coming rest upside parliment member democratirepubliof congo killed,4.0,24.0,2007,6,21,3,172
5154,2007-06-25,10:40,"Near Sihanoukville, Cambodia",PMT Air,241,Siem Reap - Sihanoukville,Antonov AN-24V,XU-U4A,99901908,22.0,22.0,0.0,aircraft crashed phnom damrey mountain elevation 1 640 feet 5 minutes destination sihanoukville,100.0,0.0,2007,6,25,0,176
5155,2007-06-28,13:40,"M'Banza Congo, Angola",TAAG Angola Airlines,,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,78.0,5.0,0.0,aircraft blew two tires landing causing one wing dip touch runway plane veered control overran runway crashed cars building,6.41025641025641,73.0,2007,6,28,3,179
5156,2007-07-05,9:30,"Culiacan, Mexico",Jett Paqueteria SA,,,North American CT-39A Sabreline,XA-TFL,265-48,3.0,3.0,6.0,small cargo jet blew tire failed take barreling onto culiacán navolato highway crashing cars coming stop hitting building,100.0,0.0,2007,7,5,3,186
5157,2007-07-05,14:45,"Connemara, Ireland",Charter - Private,,Inishmaan - Connemara,Cessna 208B Grand Caravan,N208EC,208B-1153,9.0,2.0,0.0,aircraft missed runway approach sightseeing trip,22.22222222222222,7.0,2007,7,5,3,186
5158,2007-07-08,13:00,"Muncho Lake, British Columbia, Canada",Liard Air,,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5.0,1.0,0.0,twin engine plane crashed shortly taking gravel airstrip muncho lake one passenger killed,20.0,4.0,2007,7,8,6,189
5159,2007-07-17,18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187.0,187.0,12.0,jet airliner crashed attempting land heavy rain congonhas airport plane skidded end runway across major roadway struck gas station building bursting flames one hundred seventy passengers crew six aboard,100.0,0.0,2007,7,17,1,198
5160,2007-07-23,13:00,"Near Shinile, Ethiopia",Djibouti Airlines,,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,7306103,9.0,1.0,0.0,cargo plane crashed shortly taking engine failed pilot trying return emergency landing,11.11111111111111,8.0,2007,7,23,0,204
5161,2007-07-24,14:05,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5.0,5.0,0.0,single engine aircraft crashed onto heavily forested mountain 30 miles east ketchican sightseeing trip misty fiords pilot decision continue visual flight rules area instrument meteorological conditions contributing accident pilot inadequate weather evaluation faa inadequate surveillance commercial air tour operator,100.0,0.0,2007,7,24,1,205
5162,2007-07-29,04:22,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9.0,9.0,0.0,cargo plane carrying 9 tons cargo crashed 4 km runway attempting take domodedovo airport aircraft slammed field shattering debris wide area,100.0,0.0,2007,7,29,6,210
5163,2007-08-05,22:30,"Near Ruidoso, New Mexico",Southwest Medivac,,Ruidoso - Albuquerque,Beechcraft King Air E-90,N369CD,LW-182,5.0,5.0,0.0,medivaflight crashed devil canyon lincoln national forest four minutes taking ruidoso pilot male nurse female paramediand 15 month old girl mother killed pilot failure maintain clearance terrain due spatial disorientation,100.0,0.0,2007,8,5,6,217
5164,2007-08-09,12:00,"Off Moorea, French Polynesia",Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20.0,20.0,0.0,soon taking plane began loosing altitude veered right crashed sea 1 mile beyond runway,100.0,0.0,2007,8,9,3,221
5165,2007-08-16,23:16,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10.0,6.0,0.0,float plane crashed land tree 200 feet shore attempting land high winds area time accident pilot poor decision making inadequate planning avoid rising waves pilot decided take toward sheltered interior bay toward rising terrain direction never attempted pilot attempted turn aircraft around airplane hit downdraft held climbing closing landscape caused plane stall 60 feet ground,60.0,4.0,2007,8,16,3,228
5166,2007-08-22,,"Near Kirkuk, Iraq",Military - U.S. Army,,Transporting troops,UH-60 Blackhawk helilcopter,,,14.0,14.0,0.0,crashed likely due mechanical problem traveling second helicopter,100.0,0.0,2007,8,22,2,234
5167,2007-08-22,00:36,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2.0,2.0,0.0,crashed shortly taking curitiba,100.0,0.0,2007,8,22,2,234
5168,2007-08-26,16:00,"Kongolo, DemocratiRepubliCongo",Great Lakes Business Complany,,Kongolo - Goma,Antonov AN-32,9Q-CAC,14-07,15.0,14.0,0.0,cargo plane carrying tin ore lost one two engines eleven minutes taking tried return airport due strong back winds fully loaded plane aircraft clipped tree tops crashed burned 3 km short runway plane overloaded 3 tons,93.33333333333331,1.0,2007,8,26,6,238
5169,2007-09-07,12:00,"Goma, DemocratiRepubliCongo",Galaxy Kavatsi Airlines,,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,3341108,8.0,8.0,0.0,cargo plane carrying palm oil overshot runway crashed petrified lava flow caught fire,100.0,0.0,2007,9,7,4,250
5170,2008-01-12,12:00,"Blace, Macedonia",Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,,,11.0,11.0,0.0,helicopter crashed 15 miles southeast skopje heavy fog attempting land aircraft returning european union led peacekeeping operations bosnia,100.0,0.0,2008,1,12,5,12
5171,2007-09-16,15:35,"Phuket, Thailand",One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130.0,90.0,0.0,landing heavy rain strong cross winds aircraft skidded runway struck earth embankment caught fire pilot attempted land despite 15 warning alarms copilot calls abort attempt also plane traveling faster descending sharply normal,69.23076923076923,40.0,2007,9,16,6,259
5172,2007-09-24,,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL,,6.0,1.0,0.0,crashed attempting land came rest cemetery,16.666666666666664,5.0,2007,9,24,0,267
5173,2007-10-04,10:40,"Kinshasa, DR Congo",Africa One Congo,,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,47302001,22.0,21.0,30.0,attempting take cargo plane crashed congolese neighborhood caught fire three miles airport plane mechaniwas survivor aboard plane,95.45454545454544,1.0,2007,10,4,3,277
5174,2007-10-04,22:20,"Alamosa, Colorado",SceniAir Tours,,,Beechcraft King Air C90A,N590GM,LJ-1594,3.0,3.0,0.0,descent night poor weather conditions aircraft hit charleys peak located 25 miles southeast alamosa aircraft carrying one pilot flight paramediand flight nurse pick patient alamosa pilot failure maintain clearance mountainous terrain contributing accident pilot inadequate preflight planning improper flight planning decision making dark night controller failure issue safety alert pilot,100.0,0.0,2007,10,4,3,277
5175,2007-10-07,20:00,"White Pass, Washington",Kapowsin Air Sports,,"Star, ID - Shelton, WA",Cessna 208 Caravan,N430A,208B0415,10.0,10.0,0.0,parachutists gone boise skydiving meet returning shelton plane crashed rugged mountain territory radar shows plane 13 000 feet reached tieton river valley plane turned around 360 degrees lost 7 000 feet per minute disappeared reports indicate pilot faced low clouds low level turbulence accident,100.0,0.0,2007,10,7,6,280
5176,2007-10-08,15:30,"Near Cubarral, Colombia",Nacional de Aviacion,,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,902521,18.0,18.0,0.0,disappeared en route,100.0,0.0,2007,10,8,0,281
5177,2007-11-04,14:10,"Sao Paulo, Brazil",Reali Taxi Aereo,,Sao Paulo - Rio de Janeiro,Learjet 35A,PT-OVC,35A-339,2.0,2.0,6.0,executive jet took banked right crashed ground striking two houses copilot failed complete checklist filled right wing fuel tank time took late fix imbalance balancing pump distriblue fuel evenly wings plane banked right stalled crashed,100.0,0.0,2007,11,4,6,308
5178,2007-11-08,08:00,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4.0,0.0,2.0,taking engine cargo plane failed plane hit hawk aircraft tried return airport crashed plane transporting goods foodstuffs traders international organizations juba two sudanese soldiers killed ground,0.0,4.0,2007,11,8,3,312
5179,2007-11-30,01:36,"Near Isparta, Turkey",Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57.0,57.0,0.0,making approach land passenger plane struck mountaintop broke apart 7 5 miles isparta airport crew follow rules landing led collision accident,100.0,0.0,2007,11,30,4,334
5180,2007-12-03,17:18,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4.0,4.0,0.0,crashed sea en route pilot decision continue vfr flight night instrument meteorological conditions contributing accident operator failure adhere faa approved mandated safety risk management program faa failure provide sufficient oversight operator ensure compliance risk management program pilot lack experience night winter operations alaska operator lack ems dispatch flight following system,100.0,0.0,2007,12,3,0,337
5181,2007-12-05,06:48,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2.0,2.0,0.0,cargo plane crashed brushy field inverted shortly taking heavy snow radar data indicated left turn ground speed 109 knots descending impacting terrain plane carrying checks goods banking customer pilot failure maintain aircraft control collision avoidance terrain due spatial disorientation contributing accident low cloud ceiling night conditions,100.0,0.0,2007,12,5,2,339
5182,2007-12-09,17:00,"Kiev, Ukraine",Fun Air,,HradeKrálové - Kiev,Beechcraft King Air C90B,D-IBDH,LJ-1307,5.0,5.0,0.0,chartered twin engine plane crashed open field slid vacant shed short runway dense fog three passengers crew 2 killed 5 czech nationals,100.0,0.0,2007,12,9,6,343
5183,2008-01-04,09:48,"Los Roques, Venezuela",Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18.0,18.0,0.0,commuter airliner crashed sea en route pilot reported engine problems,100.0,0.0,2008,1,4,4,4
5184,2008-01-05,13:43,"Kodiak, Alaska",Servant Air,,Kodiak - Homer,Piper PA-31-350 Navajo,N509FN,31-7952162,10.0,6.0,0.0,charter aircraft crashed kodiak harbor 50 yards beyond end runway taking kodiak airport one survivors said baggage area door opened nose plane pilot side prompted pilot try return airport failure company maintenance personnel ensure airplane nose baggage door latching mechanism properly configured maintained resulting inadvertent opening nose baggage door flight contributing accident lack information guidance available operator pilot regarding procedures follow baggage door open flight inadvertent aerodynamistall,60.0,4.0,2008,1,5,5,5
5185,2008-01-14,05:08,"Off Lihu, Hawaii",Apline Aviation,,Lihu - Kauai,Beechcraft 1900C-1,N410UB ,UC-70,1.0,1.0,0.0,cargo plane carrying mail crashed sea 7 miles south lihu pilot spatial disorientation loss situational awareness contributing accident dark night task requirements simultaneously monitoring cockpit instruments airplane,100.0,0.0,2008,1,14,0,14
5186,2008-01-17,12:43,"London, England",British Airways,,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152.0,0.0,0.0,aircraft approach landing runway 27l heathrow airport height approximately 600 ft 2 miles touch aircraft descended rapidly struck ground 1 000 ft short paved runway surface inside airfield boundary fence,0.0,152.0,2008,1,17,3,17
5187,2008-01-19,08:00,"Near Huambo, Angola",Gira Globo Charter,,"Luanda, Angola - Huambo, Angola",Beechcraft King Air B200,D2-FFK,BB-1026,13.0,13.0,0.0,twin engine plane crashed mountains rain fog crew flying minima mountainous area,100.0,0.0,2008,1,19,5,19
5188,2008-01-23,19:00,"Miroslawiec, Poland",Military - Polish Air Force,,Warsaw - Miroslawiec,CASA C-295M,019,S-043,20.0,20.0,0.0,attempting land plane fell ground 500 650 feet crashed wooded area 2 miles airport,100.0,0.0,2008,1,23,2,23
5189,2008-01-26,09:35,"Near Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3.0,3.0,0.0,cargo plane crashed en route,100.0,0.0,2008,1,26,5,26
5190,2008-02-21,17:00,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,028,46.0,46.0,0.0,struck mountain 13 500 feet disintegrated shortly departing merida,100.0,0.0,2008,2,21,3,52
5191,2008-02-26,16:16,"Off Macae , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20.0,5.0,0.0,less half minute taking oil rig p 18 still low altitude failure tail rotor caused loss control aircraft crew helicopter crashed sea,25.0,15.0,2008,2,26,1,57
5192,2008-03-03,16:00,"Near Bethani, Nepal",United Nations Mission,,,Mi-17,,,10.0,10.0,0.0,helicopter carrying united nations personnel crashed hilly terrain poor weather conditions burst flames,100.0,0.0,2008,3,3,0,63
5193,2008-03-15,08:15,"Nbagu, Nigeria",Trade Wings Aviation Ltd.,,Lagos - Bebi Air Strip,Beechcraft 1900D,5N-JAH,UE-322,3.0,3.0,0.0,plane crashed en route wreckage found next day near nbagu village,100.0,0.0,2008,3,15,5,75
5194,2008-04-03,11:00,"Lawa, Suriname",Blue Wing Airlines,,Paramaribo - Lawa,Antonov An-28,PZ-TSO,1AJ007-17,19.0,19.0,0.0,attempting land crew aborted approach executed go around soon plane flew hillside,100.0,0.0,2008,4,3,3,94
5195,2008-04-09,23:27,"Bundeena, Australia",Avtex Air Services,,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1.0,1.0,0.0,pilot mail plane reported minor problems aircraft disapppeared radar,100.0,0.0,2008,4,9,2,100
5196,2008-04-11,22:15,"Chrisinau, Moldova",Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,3009,8.0,8.0,0.0,minutes take plane tried return airport engine problems crashed 100 metres away runway pilots tried land transport carrying cargo 2 3 tons fuel wing struck fence electrical wires plane crashed burst flames eight crew members aboard killed,100.0,0.0,2008,4,11,4,102
5197,2008-04-15,14:30,"Goma, Congo",Hewa Bora Airways,,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,47731,85.0,0.0,47.0,attempting takeoff plane failed reach takeoff speed overran runway proceeded perimeter fence cashed crowded market,0.0,85.0,2008,4,15,1,106
5198,2008-04-16,14:23,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,,Bata - Annobon Island,Antonov An-32B,3C-5GE,1609,13.0,13.0,0.0,crashed ocean skidding runway high winds heavy rain,100.0,0.0,2008,4,16,2,107
5199,2008-04-28,09:38,"Off Crimea, Black Sea",Naftogaz,,,Mil Mi-8T,UR-24275,98734295,20.0,20.0,0.0,helicopter crashed tail section hit tower offshore drilling platform attempting land pilot trainee flying instructor one survivor succumbed injuries soon crash,100.0,0.0,2008,4,28,0,119
5200,2008-05-02,10:10,"Near Rumbek, Sudan",Southern Sudan Air Connection,,Wau - Rumbek - Juba,Beechcraft 1900C,5Y-FLX,UC-65,24.0,24.0,0.0,pilot radioed control tower city rumbek crash requesting permission land one engines technical problems minutes later tower lost contact plane minister defense adviser southern sudan president among dead,100.0,0.0,2008,5,2,4,123
5201,2008-05-17,16:30,"Stehekin, Washington",Chelan Air Service,,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5.0,2.0,0.0,float plane flipped crashed attempted land lake chelan near stehekin lodge appeared plane wheels deployed even though landing water pilot failure retract landing gear wheels prior performing water landing contributing accident pilot disabling landing gear warning advisory system possible fatigue due work schedule,40.0,3.0,2008,5,17,5,138
5202,2008-05-23,01:25,"Billings, Montana",Alpine Aviation ,5008,Billings - Great Falls,Beechcraft 1900C,N195GA,U-65,1.0,1.0,0.0,taking told turn left cargo plane carrying mail started slow right turn crashed warehouse burst flames plane appeared inverted crashed pilot failure maintain aircraft control initial climb undetermined reasons,100.0,0.0,2008,5,23,4,144
5203,2008-05-24,09:30,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,1604,6.0,4.0,0.0,tour helicopter crashed near banning house lodge rain poor visibility engine appears failed,66.66666666666666,2.0,2008,5,24,5,145
5204,2008-05-26,18:15,"Near Chelyabinsk, Russia",Moskovia Airlines,,Chelyabinsk - Perm,Antonov An-12,RA-12957,8345508,9.0,9.0,0.0,crew cargo plane reported fire shortly taking chelyabinsk plane crashed field attempting make emergency landing striking power transmission line,100.0,0.0,2008,5,26,0,147
5205,2008-05-29,14:13,"Panama City, Panama",Military - Servicio Aereo Nacional,,Tocumen - Colon,Bell UN-1N Huey,SAN-100,,12.0,11.0,0.0,chile national police chief general jose alejandro bernales 59 five others killed helicopter crashed three story building helicopter pitched wildly crashing building,91.66666666666666,1.0,2008,5,29,3,150
5206,2008-05-30,09:40,"Tegucigalpa, Honduras",TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,1374,136.0,3.0,2.0,making missed approach second attempt landing toncontin airport plane overran runway skidded across street struck cars came rest embankment runway wet rain tropical storm alma,2.2058823529411766,133.0,2008,5,30,4,151
